resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
26192,1116,840,117,18,0,7,7,7,6,56,+48.696,5770058,48,6,1:39.908,198.65,1
26193,1116,852,213,22,11,8,8,8,5,56,+74.385,5795747,56,1,1:38.139,202.231,1
26194,1116,848,3,23,15,9,9,9,2,56,+86.714,5808076,40,15,1:41.371,195.783,1
26195,1116,858,3,2,16,10,10,10,1,56,+87.998,5809360,34,14,1:41.238,196.041,1
26196,1116,807,210,27,0,11,11,11,0,56,+89.904,5811266,45,12,1:40.925,196.648,1
26197,1116,822,51,77,13,12,12,12,0,56,+98.601,5819963,54,18,1:41.972,194.629,1
26198,1116,855,51,24,12,13,13,13,0,55,\N,\N,51,17,1:41.879,194.807,11
26199,1116,825,210,20,0,14,14,14,0,55,\N,\N,41,16,1:41.506,195.523,11
26200,1116,817,213,3,14,15,15,15,0,55,\N,\N,49,2,1:39.366,199.734,11
26201,1116,4,117,14,0,\N,R,16,0,49,\N,\N,47,7,1:39.954,198.559,140
26202,1116,857,1,81,10,\N,R,17,0,10,\N,\N,5,19,1:42.705,193.24,21
26203,1116,839,214,31,8,\N,R,18,0,6,\N,\N,2,20,1:44.789,189.397,130
26204,1116,1,131,44,3,\N,D,19,0,56,+2.225,5723587,42,4,1:39.582,199.301,2
26205,1116,844,6,16,1,\N,D,20,0,56,+24.662,5746024,\N,0,\N,\N,2
26206,1117,830,9,1,3,1,1,1,25,71,2:02:30.814,7350814,40,2,1:21.644,189.78,1
26207,1117,1,131,44,6,2,2,2,19,71,+13.875,7364689,71,1,1:21.334,190.503,1
26208,1117,844,6,16,1,3,3,3,15,71,+23.124,7373938,38,4,1:22.332,188.194,1
26209,1117,832,6,55,2,4,4,4,12,71,+27.154,7377968,57,6,1:22.539,187.722,1
26210,1117,846,1,4,17,5,5,5,10,71,+33.266,7384080,71,3,1:21.944,189.085,1
26211,1117,847,131,63,8,6,6,6,8,71,+41.020,7391834,38,10,1:22.780,187.175,1
26212,1117,817,213,3,4,7,7,7,6,71,+41.570,7392384,66,7,1:22.679,187.404,1
26213,1117,857,1,81,7,8,8,8,4,71,+43.104,7393918,53,8,1:22.760,187.22,1
26214,1117,848,3,23,14,9,9,9,2,71,+48.573,7399387,65,9,1:22.773,187.191,1
26215,1117,839,214,31,15,10,10,10,1,71,+62.879,7413693,66,11,1:22.976,186.733,1
26216,1117,842,214,10,11,11,11,11,0,71,+66.208,7417022,43,16,1:23.230,186.163,1
26217,1117,852,213,22,18,12,12,12,0,71,+78.982,7429796,11,5,1:22.501,187.808,1
26218,1117,807,210,27,12,13,13,13,0,71,+80.309,7431123,43,15,1:23.222,186.181,1
26219,1117,855,51,24,10,14,14,14,0,71,+81.676,7432490,39,19,1:23.567,185.412,1
26220,1117,822,51,77,9,15,15,15,0,71,+85.597,7436411,43,14,1:23.166,186.306,1
26221,1117,858,3,2,19,16,16,16,0,70,\N,\N,24,12,1:23.003,186.672,31
26222,1117,840,117,18,0,17,17,17,0,66,\N,\N,43,17,1:23.257,186.103,130
26223,1117,4,117,14,13,\N,R,18,0,47,\N,\N,40,18,1:23.531,185.492,54
26224,1117,825,210,20,16,\N,R,19,0,31,\N,\N,25,13,1:23.146,186.351,3
26225,1117,815,9,11,5,\N,R,20,0,1,\N,\N,\N,0,\N,\N,130
26226,1118,830,9,1,1,1,1,1,25,71,1:56:48.894,7008894,68,2,1:13.422,211.277,1
26227,1118,846,1,4,6,2,2,2,19,71,+8.277,7017171,61,1,1:12.486,214.005,1
26228,1118,4,117,14,4,3,3,3,15,71,+34.155,7043049,54,10,1:14.442,208.382,1
26229,1118,815,9,11,9,4,4,4,12,71,+34.208,7043102,55,5,1:14.124,209.276,1
26230,1118,840,117,18,3,5,5,5,10,71,+40.845,7049739,67,4,1:14.007,209.607,1
26231,1118,832,6,55,7,6,6,6,8,71,+50.188,7059082,59,9,1:14.406,208.483,1
26232,1118,842,214,10,15,7,7,7,6,71,+56.093,7064987,48,11,1:14.521,208.161,1
26233,1118,1,131,44,5,8,8,8,4,71,+62.859,7071753,59,12,1:14.739,207.554,1
26234,1118,852,213,22,16,9,9,9,2,71,+69.880,7078774,64,7,1:14.231,208.974,1
26235,1118,839,214,31,14,10,10,10,1,70,\N,\N,53,6,1:14.206,209.045,11
26236,1118,858,3,2,19,11,11,11,0,70,\N,\N,51,16,1:15.738,204.816,11
26237,1118,807,210,27,11,12,12,12,0,70,\N,\N,66,14,1:15.036,206.732,11
26238,1118,817,213,3,17,13,13,13,0,70,\N,\N,68,3,1:13.866,210.007,11
26239,1118,857,1,81,10,14,14,14,0,69,\N,\N,66,8,1:14.310,208.752,12
26240,1118,847,131,63,8,\N,R,15,0,57,\N,\N,55,13,1:14.934,207.014,25
26241,1118,822,51,77,18,\N,R,16,0,39,\N,\N,20,15,1:15.731,204.835,5
26242,1118,855,51,24,20,\N,R,17,0,22,\N,\N,17,17,1:16.232,203.489,5
26243,1118,825,210,20,12,\N,R,18,0,0,\N,\N,\N,0,\N,\N,4
26244,1118,848,3,23,13,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4
26245,1118,844,6,16,0,\N,W,20,0,0,\N,\N,\N,0,\N,\N,5
26246,1119,830,9,1,2,1,1,1,25,50,1:29:08.289,5348289,44,2,1:35.614,233.476,1
26247,1119,844,6,16,1,2,2,2,18,50,+2.070,5350359,50,3,1:35.669,233.342,1
26248,1119,815,9,11,11,3,3,3,15,50,+2.241,5350530,40,5,1:35.939,232.685,1
26249,1119,839,214,31,16,4,4,4,12,50,+18.665,5366954,47,10,1:36.637,231.004,1
26250,1119,840,117,18,19,5,5,5,10,50,+20.067,5368356,45,9,1:36.584,231.131,1
26251,1119,832,6,55,12,6,6,6,8,50,+20.834,5369123,47,6,1:35.984,232.576,1
26252,1119,1,131,44,10,7,7,7,6,50,+21.755,5370044,48,4,1:35.716,233.227,1
26253,1119,847,131,63,3,8,8,8,4,50,+23.091,5371380,44,7,1:36.071,232.365,1
26254,1119,4,117,14,9,9,9,9,2,50,+25.964,5374253,42,8,1:36.559,231.191,1
26255,1119,857,1,81,18,10,10,10,2,50,+29.496,5377785,47,1,1:35.490,233.779,1
26256,1119,842,214,10,4,11,11,11,0,50,+34.270,5382559,37,11,1:36.913,230.346,1
26257,1119,848,3,23,5,12,12,12,0,50,+43.398,5391687,50,13,1:37.357,229.296,1
26258,1119,825,210,20,8,13,13,13,0,50,+44.825,5393114,50,15,1:37.455,229.065,1
26259,1119,817,213,3,14,14,14,14,0,50,+48.525,5396814,50,12,1:37.108,229.884,1
26260,1119,855,51,24,17,15,15,15,0,50,+50.162,5398451,32,14,1:37.375,229.253,1
26261,1119,858,3,2,6,16,16,16,0,50,+50.882,5399171,32,19,1:37.740,228.397,1
26262,1119,822,51,77,7,17,17,17,0,50,+85.350,5433639,49,16,1:37.562,228.814,1
26263,1119,852,213,22,20,18,18,18,0,46,\N,\N,45,18,1:37.587,228.755,6
26264,1119,807,210,27,13,19,19,19,0,45,\N,\N,43,17,1:37.565,228.807,5
26265,1119,846,1,4,15,\N,R,20,0,2,\N,\N,2,20,1:59.327,187.079,3
26266,1120,830,9,1,1,1,1,1,26,58,1:27:02.624,5222624,45,1,1:26.993,218.541,1
26267,1120,844,6,16,2,2,2,2,18,58,+17.993,5240617,44,8,1:28.199,215.553,1
26268,1120,847,131,63,4,3,3,3,15,58,+20.328,5242952,45,7,1:28.187,215.582,1
26269,1120,815,9,11,9,4,4,4,12,58,+21.453,5244077,44,2,1:27.493,217.292,1
26270,1120,846,1,4,5,5,5,5,10,58,+24.284,5246908,45,6,1:28.164,215.639,1
26271,1120,857,1,81,3,6,6,6,8,58,+31.487,5254111,38,5,1:28.138,215.702,1
26272,1120,4,117,14,7,7,7,7,6,58,+39.512,5262136,42,9,1:28.256,215.414,1
26273,1120,852,213,22,6,8,8,8,4,58,+43.088,5265712,55,16,1:29.256,213,1
26274,1120,1,131,44,11,9,9,9,2,58,+44.424,5267048,52,10,1:28.372,215.131,1
26275,1120,840,117,18,13,10,10,10,1,58,+55.632,5278256,44,4,1:28.050,215.918,1
26276,1120,817,213,3,15,11,11,11,0,58,+56.229,5278853,47,11,1:28.571,214.648,1
26277,1120,839,214,31,12,12,12,12,0,58,+66.373,5288997,34,20,1:30.033,211.162,1
26278,1120,842,214,10,10,13,13,13,0,58,+70.360,5292984,35,14,1:29.016,213.575,1
26279,1120,848,3,23,14,14,14,14,0,58,+73.184,5295808,45,3,1:27.845,216.422,1
26280,1120,807,210,27,8,15,15,15,0,58,+83.696,5306320,58,15,1:29.217,213.093,1
26281,1120,858,3,2,20,16,16,16,0,58,+87.791,5310415,43,12,1:28.580,214.626,1
26282,1120,855,51,24,19,17,17,17,0,58,+89.422,5312046,43,13,1:28.746,214.224,1
26283,1120,832,6,55,16,18,18,18,0,57,\N,\N,42,17,1:29.452,212.534,31
26284,1120,822,51,77,18,19,19,19,0,57,\N,\N,42,18,1:29.863,211.562,11
26285,1120,825,210,20,17,20,20,20,0,57,\N,\N,46,19,1:29.934,211.395,11
26286,1121,830,9,1,1,1,1,1,26,57,1:31:44.742,5504742,39,1,1:32.608,210.383,1
26287,1121,815,9,11,5,2,2,2,18,57,+22.457,5527199,40,4,1:34.364,206.468,1
26288,1121,832,6,55,4,3,3,3,15,57,+25.110,5529852,44,6,1:34.507,206.156,1
26289,1121,844,6,16,2,4,4,4,12,57,+39.669,5544411,36,2,1:34.090,207.069,1
26290,1121,847,131,63,3,5,5,5,10,57,+46.788,5551530,40,12,1:35.065,204.946,1
26291,1121,846,1,4,7,6,6,6,8,57,+48.458,5553200,1,5,1:34.476,206.223,1
26292,1121,1,131,44,9,7,7,7,6,57,+50.324,5555066,39,7,1:34.722,205.688,1
26293,1121,857,1,81,8,8,8,8,4,57,+56.082,5560824,1,11,1:34.983,205.123,1
26294,1121,4,117,14,6,9,9,9,2,57,+74.887,5579629,48,3,1:34.199,206.83,1
26295,1121,840,117,18,12,10,10,10,1,57,+93.216,5597958,30,16,1:35.632,203.73,1
26296,1121,855,15,24,17,11,11,11,0,56,\N,\N,30,14,1:35.458,204.102,11
26297,1121,825,210,20,15,12,12,12,0,56,\N,\N,34,15,1:35.570,203.863,11
26298,1121,817,215,3,14,13,13,13,0,56,\N,\N,37,13,1:35.163,204.735,11
26299,1121,852,215,22,11,14,14,14,0,56,\N,\N,37,18,1:35.833,203.303,11
26300,1121,848,3,23,13,15,15,15,0,56,\N,\N,40,17,1:35.723,203.537,11
26301,1121,807,210,27,10,16,16,16,0,56,\N,\N,46,10,1:34.834,205.445,11
26302,1121,839,214,31,19,17,17,17,0,56,\N,\N,34,20,1:36.226,202.473,11
26303,1121,842,214,10,20,18,18,18,0,56,\N,\N,45,9,1:34.805,205.508,11
26304,1121,822,15,77,16,19,19,19,0,56,\N,\N,33,19,1:36.202,202.523,11
26305,1121,858,3,2,18,20,20,20,0,55,\N,\N,42,8,1:34.735,205.659,12
26306,1122,830,9,1,1,1,1,1,25,50,1:20:43.273,4843273,50,3,1:31.773,242.188,1
26307,1122,815,9,11,3,2,2,2,18,50,+13.643,4856916,37,8,1:32.273,240.876,1
26308,1122,844,6,16,2,3,3,3,16,50,+18.639,4861912,50,1,1:31.632,242.561,1
26309,1122,857,1,81,5,4,4,4,12,50,+32.007,4875280,1,10,1:32.310,240.779,1
26310,1122,4,117,14,4,5,5,5,10,50,+35.759,4879032,43,13,1:32.387,240.579,1
26311,1122,847,131,63,7,6,6,6,8,50,+39.936,4883209,42,7,1:32.254,240.926,1
26312,1122,860,6,38,11,7,7,7,6,50,+42.679,4885952,50,5,1:32.186,241.103,1
26313,1122,846,1,4,6,8,8,8,4,50,+45.708,4888981,1,4,1:31.944,241.738,1
26314,1122,1,131,44,8,9,9,9,2,50,+47.391,4890664,38,2,1:31.746,242.26,1
26315,1122,807,210,27,15,10,10,10,1,50,+76.996,4920269,49,12,1:32.366,240.633,1
26316,1122,848,3,23,12,11,11,11,0,50,+88.354,4931627,50,9,1:32.307,240.787,1
26317,1122,825,210,20,13,12,12,12,0,50,+105.737,4949010,47,11,1:32.338,240.706,1
26318,1122,839,214,31,17,13,13,13,0,49,\N,\N,48,17,1:33.481,237.763,11
26319,1122,858,3,2,19,14,14,14,0,49,\N,\N,44,18,1:33.523,237.657,11
26320,1122,852,215,22,9,15,15,15,0,49,\N,\N,49,15,1:33.026,238.926,11
26321,1122,817,215,3,14,16,16,16,0,49,\N,\N,47,16,1:33.323,238.166,11
26322,1122,822,15,77,16,17,17,17,0,49,\N,\N,49,14,1:32.706,239.751,11
26323,1122,855,15,24,20,18,18,18,0,49,\N,\N,49,6,1:32.208,241.046,11
26324,1122,840,117,18,10,\N,R,19,0,5,\N,\N,5,19,1:35.560,232.591,3
26325,1122,842,214,10,18,\N,R,20,0,1,\N,\N,\N,0,\N,\N,6
26326,1123,832,6,55,2,1,1,1,25,58,1:20:26.843,4826843,48,3,1:20.031,237.418,1
26327,1123,844,6,16,4,2,2,2,19,58,+2.366,4829209,56,1,1:19.813,238.066,1
26328,1123,846,1,4,3,3,3,3,15,58,+5.904,4832747,1,2,1:19.915,237.762,1
26329,1123,857,1,81,5,4,4,4,12,58,+35.770,4862613,1,4,1:20.199,236.92,1
26330,1123,815,9,11,6,5,5,5,10,58,+56.309,4883152,47,6,1:20.388,236.363,1
26331,1123,840,117,18,9,6,6,6,8,58,+93.222,4920065,49,8,1:20.930,234.78,1
26332,1123,852,215,22,8,7,7,7,6,58,+95.601,4922444,46,11,1:21.134,234.19,1
26333,1123,4,117,14,10,8,8,8,4,58,+100.992,4927835,52,7,1:20.493,236.055,1
26334,1123,807,210,27,16,9,9,9,2,58,+104.553,4931396,46,12,1:21.145,234.158,1
26335,1123,825,210,20,14,10,10,10,1,57,\N,\N,44,9,1:21.082,234.34,11
26336,1123,848,3,23,12,11,11,11,0,57,\N,\N,46,17,1:21.618,232.801,11
26337,1123,817,215,3,18,12,12,12,0,57,\N,\N,46,13,1:21.239,233.887,11
26338,1123,842,214,10,17,13,13,13,0,57,\N,\N,51,10,1:21.090,234.317,11
26339,1123,822,15,77,13,14,14,14,0,57,\N,\N,48,16,1:21.422,233.361,11
26340,1123,855,15,24,19,15,15,15,0,57,\N,\N,49,14,1:21.327,233.634,11
26341,1123,839,214,31,15,16,16,16,0,57,\N,\N,45,15,1:21.354,233.557,11
26342,1123,847,131,63,7,17,17,17,0,56,\N,\N,53,5,1:20.284,236.669,3
26343,1123,1,131,44,11,\N,R,18,0,15,\N,\N,11,18,1:22.444,230.469,5
26344,1123,830,9,1,1,\N,R,19,0,3,\N,\N,3,19,1:23.115,228.608,23
26345,1124,830,9,1,1,1,1,1,26,53,1:54:23.566,6863566,50,1,1:33.706,223.093,1
26346,1124,815,9,11,2,2,2,2,18,53,+12.535,6876101,35,3,1:33.945,222.525,1
26347,1124,832,6,55,4,3,3,3,15,53,+20.866,6884432,46,2,1:33.841,222.772,1
26348,1124,844,6,16,8,4,4,4,12,53,+26.522,6890088,53,9,1:35.044,219.952,1
26349,1124,846,1,4,3,5,5,5,10,53,+29.700,6893266,1,10,1:35.186,219.624,1
26350,1124,4,117,14,5,6,6,6,8,53,+44.272,6907838,53,6,1:34.726,220.691,1
26351,1124,847,131,63,9,7,7,7,6,53,+45.951,6909517,39,5,1:34.404,221.444,1
26352,1124,857,1,81,6,8,8,8,4,53,+47.525,6911091,1,7,1:34.802,220.514,1
26353,1124,1,131,44,7,9,9,9,2,53,+48.626,6912192,41,4,1:33.952,222.509,1
26354,1124,852,215,22,10,10,10,10,1,52,\N,\N,51,14,1:36.342,216.989,11
26355,1124,807,210,27,12,11,11,11,0,52,\N,\N,52,11,1:35.325,219.304,11
26356,1124,840,117,18,16,12,12,12,0,52,\N,\N,41,12,1:35.798,218.221,11
26357,1124,825,210,20,18,13,13,13,0,52,\N,\N,24,17,1:36.654,216.289,11
26358,1124,822,15,77,13,14,14,14,0,52,\N,\N,25,15,1:36.608,216.392,11
26359,1124,839,214,31,15,15,15,15,0,52,\N,\N,52,13,1:36.232,217.237,11
26360,1124,842,214,10,17,16,16,16,0,52,\N,\N,48,16,1:36.642,216.315,11
26361,1124,858,3,2,19,17,17,17,0,52,\N,\N,43,8,1:34.900,220.286,11
26362,1124,855,15,24,20,\N,R,18,0,12,\N,\N,9,18,1:37.160,215.162,6
26363,1124,817,215,3,11,\N,R,19,0,0,\N,\N,\N,0,\N,\N,3
26364,1124,848,3,23,14,\N,R,20,0,0,\N,\N,\N,0,\N,\N,3
26365,1125,830,9,1,1,1,1,1,25,56,1:40:52.554,6052554,33,2,1:38.406,199.414,1
26366,1125,846,1,4,4,2,2,2,18,56,+13.773,6066327,1,4,1:38.751,198.717,1
26367,1125,815,9,11,2,3,3,3,15,56,+19.160,6071714,33,7,1:39.388,197.444,1
26368,1125,844,6,16,6,4,4,4,12,56,+23.623,6076177,33,6,1:39.384,197.452,1
26369,1125,832,6,55,7,5,5,5,10,56,+33.983,6086537,19,10,1:39.764,196.7,1
26370,1125,847,131,63,8,6,6,6,8,56,+38.724,6091278,39,11,1:40.112,196.016,1
26371,1125,4,117,14,3,7,7,7,7,56,+43.414,6095968,45,1,1:37.810,200.629,1
26372,1125,857,1,81,5,8,8,8,4,56,+56.198,6108752,1,9,1:39.739,196.749,1
26373,1125,1,131,44,18,9,9,9,2,56,+57.986,6110540,34,14,1:40.835,194.61,1
26374,1125,807,210,27,9,10,10,10,1,56,+60.476,6113030,32,13,1:40.815,194.649,1
26375,1125,839,214,31,13,11,11,11,0,56,+62.812,6115366,33,15,1:40.937,194.414,1
26376,1125,848,3,23,14,12,12,12,0,56,+65.506,6118060,34,12,1:40.790,194.697,1
26377,1125,842,214,10,15,13,13,13,0,56,+69.223,6121777,40,5,1:39.198,197.822,1
26378,1125,855,15,24,16,14,14,14,0,56,+71.689,6124243,42,3,1:38.633,198.955,1
26379,1125,840,117,18,11,15,15,15,0,56,+82.786,6135340,37,8,1:39.444,197.333,1
26380,1125,825,210,20,17,16,16,16,0,56,+87.533,6140087,45,18,1:41.077,194.145,1
26381,1125,858,3,2,20,17,17,17,0,56,+95.110,6147664,14,17,1:41.000,194.293,1
26382,1125,817,215,3,12,\N,R,18,0,33,\N,\N,16,16,1:40.994,194.304,31
26383,1125,852,215,22,19,\N,R,19,0,26,\N,\N,11,20,1:41.593,193.158,31
26384,1125,822,15,77,10,\N,R,20,0,19,\N,\N,11,19,1:41.276,193.763,31
26385,1126,846,1,4,5,1,1,1,25,57,1:30:49.876,5449876,55,5,1:30.980,214.148,1
26386,1126,830,9,1,1,2,2,2,18,57,+7.612,5457488,48,8,1:31.261,213.488,1
26387,1126,844,6,16,2,3,3,3,15,57,+9.920,5459796,56,6,1:31.084,213.903,1
26388,1126,815,9,11,4,4,4,4,12,57,+14.650,5464526,55,3,1:30.855,214.442,1
26389,1126,832,6,55,3,5,5,5,10,57,+16.407,5466283,55,4,1:30.928,214.27,1
26390,1126,1,131,44,8,6,6,6,8,57,+16.585,5466461,54,7,1:31.233,213.554,1
26391,1126,852,215,22,10,7,7,7,6,57,+26.185,5476061,55,10,1:31.682,212.508,1
26392,1126,847,131,63,7,8,8,8,4,57,+34.789,5484665,43,13,1:31.921,211.955,1
26393,1126,4,117,14,15,9,9,9,2,57,+37.107,5486983,55,11,1:31.727,212.404,1
26394,1126,839,214,31,13,10,10,10,1,57,+39.746,5489622,51,16,1:32.037,211.688,1
26395,1126,807,210,27,9,11,11,11,0,57,+40.789,5490665,56,14,1:31.941,211.909,1
26396,1126,842,214,10,12,12,12,12,0,57,+44.958,5494834,56,17,1:32.055,211.647,1
26397,1126,857,1,81,6,13,13,13,0,57,+49.756,5499632,43,1,1:30.634,214.965,1
26398,1126,855,15,24,19,14,14,14,0,57,+49.979,5499855,56,15,1:31.991,211.794,1
26399,1126,817,215,3,20,15,15,15,0,57,+50.956,5500832,57,19,1:32.122,211.493,1
26400,1126,822,15,77,16,16,16,16,0,57,+52.356,5502232,55,18,1:32.098,211.548,1
26401,1126,840,117,18,11,17,17,17,0,57,+55.173,5505049,57,9,1:31.588,212.726,1
26402,1126,848,3,23,14,18,18,18,0,57,+76.091,5525967,55,2,1:30.849,214.456,1
26403,1126,825,210,20,18,19,19,19,0,57,+84.683,5534559,33,12,1:31.774,212.295,1
26404,1126,858,3,2,17,\N,R,20,0,27,\N,\N,15,20,1:33.452,208.483,4
26405,1127,830,9,1,1,1,1,1,25,63,1:25:25.252,5125252,38,9,1:20.366,219.898,1
26406,1127,846,1,4,2,2,2,2,18,63,+0.725,5125977,54,6,1:19.994,220.921,1
26407,1127,844,6,16,3,3,3,3,15,63,+7.916,5133168,27,5,1:19.935,221.084,1
26408,1127,857,1,81,5,4,4,4,12,63,+14.132,5139384,25,4,1:19.907,221.162,1
26409,1127,832,6,55,4,5,5,5,10,63,+22.325,5147577,63,7,1:20.220,220.299,1
26410,1127,1,131,44,8,6,6,6,8,63,+35.104,5160356,43,8,1:20.331,219.994,1
26411,1127,847,131,63,6,7,7,7,7,63,+47.154,5172406,54,1,1:18.589,224.871,1
26412,1127,815,9,11,11,8,8,8,4,63,+54.776,5180028,52,3,1:19.686,221.775,1
26413,1127,840,117,18,13,9,9,9,2,63,+79.556,5204808,58,10,1:20.570,219.342,1
26414,1127,852,215,22,7,10,10,10,1,62,\N,\N,14,11,1:20.936,218.35,11
26415,1127,807,210,27,10,11,11,11,0,62,\N,\N,3,20,1:21.700,216.308,11
26416,1127,825,210,20,18,12,12,12,0,62,\N,\N,58,12,1:21.009,218.153,11
26417,1127,817,215,3,9,13,13,13,0,62,\N,\N,13,19,1:21.569,216.655,11
26418,1127,839,214,31,12,14,14,14,0,62,\N,\N,37,16,1:21.304,217.361,11
26419,1127,855,15,24,17,15,15,15,0,62,\N,\N,37,13,1:21.016,218.134,11
26420,1127,842,214,10,15,16,16,16,0,62,\N,\N,10,17,1:21.371,217.183,11
26421,1127,858,3,2,19,17,17,17,0,62,\N,\N,55,14,1:21.229,217.562,11
26422,1127,822,15,77,16,18,18,18,0,62,\N,\N,11,18,1:21.455,216.959,11
26423,1127,4,117,14,20,19,19,19,0,62,\N,\N,62,2,1:19.004,223.689,11
26424,1127,848,3,23,14,\N,R,20,0,51,\N,\N,48,15,1:21.274,217.442,31
26425,1128,844,6,16,1,1,1,1,25,78,2:23:15.554,8595554,\N,0,\N,\N,1
26426,1128,857,1,81,2,2,2,2,18,78,+7.152,8602706,\N,0,\N,\N,1
26427,1128,832,6,55,3,3,3,3,15,78,+7.585,8603139,\N,0,\N,\N,1
26428,1128,846,1,4,4,4,4,4,12,78,+8.650,8604204,\N,0,\N,\N,1
26429,1128,847,131,63,5,5,5,5,10,78,+13.309,8608863,\N,0,\N,\N,1
26430,1128,830,9,1,6,6,6,6,8,78,+13.853,8609407,\N,0,\N,\N,1
26431,1128,1,131,44,7,7,7,7,7,78,+14.908,8610462,\N,0,\N,\N,1
26432,1128,852,215,22,8,8,8,8,4,77,\N,\N,\N,0,\N,\N,11
26433,1128,848,3,23,9,9,9,9,2,77,\N,\N,\N,0,\N,\N,11
26434,1128,842,214,10,10,10,10,10,1,77,\N,\N,\N,0,\N,\N,11
26435,1128,4,117,14,14,11,11,11,0,76,\N,\N,\N,0,\N,\N,12
26436,1128,817,215,3,12,12,12,12,0,76,\N,\N,\N,0,\N,\N,12
26437,1128,822,15,77,17,13,13,13,0,76,\N,\N,\N,0,\N,\N,12
